ID;Title;Year;EndYear;Genre;Budget;Gross;FilmingDays;Language;Locations;Countries;Rating;Duration
3981180;Za nase more;1952;1952;Documentary*Short;;;;Serbo-Croatian;;Yugoslavia;;14
3981181;Za nasza i wasza wolnosc;1968;1968;Documentary;;;;Polish;;Poland*Soviet Union;;
3981182;Za Neshka Robeva i neynite momicheta;1985;1985;Documentary;;;;Bulgarian;Sofia, Bulgaria*Vienna, Austria;Bulgaria;8.3;
3981183;Za njegovo dobro;1968;1968;Comedy;;;;Serbo-Croatian;;Yugoslavia;;
3981184;Za njih ne postoje prepreke;1951;1951;Documentary*Short;;;;Serbo-Croatian;;Yugoslavia;;12
3981185;Za nochyu den idyot;1984;1984;Drama*War;;;;Russian;;Soviet Union;;
3981186;Za oblakami - nebo;1973;1973;Drama;;;;Russian;;Soviet Union;6.4;75
3981187;Za obrazovkou;1996;1996;Short;;;;Czech;;Czech Republic;;9
3981188;Za oknem;2000;2000;Short;;;;;;Czech Republic;;
3981189;Za omoiyari;2016;2016;Documentary;;;;English;;;;
3981191;Za oponou smrti;1923;1923;Drama;;;;;;Czechoslovakia;;
3981192;Za pai da jin ji;1982;1982;Thriller;;;;Mandarin;;Taiwan;;
3981193;Za parawanem;1964;1964;Documentary*Short;;;;Polish;;Poland;;
3981194;Za pet minut sedm;1965;1965;Comedy;;;;Czech;Mlad Boleslav, Czech Republic*Prague, Czech Republic*Svitavy, Czech Republic;Czechoslovakia;;74
3981195;Za plotem;2005;2005;Documentary*Short;;;;Polish;;Poland;6.4;
3981196;Za posledney chertoy;1991;1991;Action*Crime*Drama;;;;Russian;;Soviet Union;7.6;
3981197;Za predelami zakona;2010;2010;Crime;;;;Russian;;Russia;;
3981198;Za prekrasnykh dam!;1989;1989;Comedy*Crime;;;;Russian;;Soviet Union;5.7;
3981201;Za pyat sekund do katastrofy;1977;1977;Drama*Sci-Fi;;;;Russian;;Soviet Union;;
3981202;Za pzno;2016;2016;Drama*Short;;;;Polish;Poland;Poland;;20
3981203;Za raibaru: Shounen sand Shounen magajin monogatari;2009;2009;Drama;;;;Japanese;Tokyo, Japan;Japan;;90
3981204;Za Rajesutan: Sabaku no hyougensha tachi;2008;2008;Documentary;;;;Japanese;India*Rajasthan, India;Japan;;
